epoch,lr,train_loss,val_loss,val_acc
0,0.0009045084971874737,0.7464705936553161,0.5415030359024913,0.7764842840512224
1,0.0006545084971874737,0.5147583674141166,0.45925473130163896,0.8009313154831199
2,0.00034549150281252633,0.43125014881080015,0.3757021852115189,0.8533178114086146
3,9.549150281252633e-05,0.3569716746191087,0.30915514287149604,0.8766006984866124
4,0.0,0.3190905886625432,0.2939001436478635,0.8917345750873108
