epoch,gen_loss,disc_loss,asr
0,7.424906173140504,10.658697221722713,0.6618798955613577
1,1.3803447439226992,14.195030307769775,0.835509138381201
2,0.9214178281034842,15.865303906729055,0.856396866840731
3,0.8086930657282125,17.082450425347616,0.8694516971279374
4,0.7374538952354774,18.051508841403695,0.8825065274151436
5,0.704590734553545,18.87021267691324,0.8929503916449086
6,0.6681125237411538,19.639969923329907,0.8981723237597912
7,0.6316487846592831,20.50186270336772,0.8981723237597912
8,0.6098379180874935,21.137219821575076,0.9033942558746736
9,0.5995206442683242,21.68377768494362,0.9060052219321149
10,0.5933668865454058,22.33513683940089,0.9046997389033943
11,0.588729664050909,22.83358209743056,0.9046997389033943
12,0.5939002203820056,23.414987954428028,0.9033942558746736
13,0.5765728697527287,23.88580986289091,0.9060052219321149
14,0.572622693711242,24.34722014138865,0.9112271540469974
15,0.5669789750822062,24.868202692963358,0.9099216710182768
16,0.5618227589962095,25.35866167600765,0.9151436031331592
17,0.5590366073212651,25.86804863242216,0.9086161879895561
18,0.5505862185688213,26.371798280228017,0.9112271540469974
19,0.5496838398884202,26.855699219814568,0.9177545691906005
20,0.5518141509748475,27.203660139926644,0.9164490861618799
21,0.551414729654789,27.6491542904876,0.9164490861618799
22,0.5397153896734465,28.090874623143396,0.9151436031331592
23,0.5347249247307001,28.541432189941407,0.9164490861618799
24,0.5225353259419979,28.867865797530772,0.9073107049608355
25,0.49454722775276316,29.511984904976778,0.9086161879895561
26,0.45041936985108744,30.083706704960314,0.9086161879895561
27,0.42646617968241834,30.384749190751897,0.9216710182767625
28,0.4188647157490947,30.604364262070767,0.9060052219321149
29,0.41612559702507285,31.06725676336954,0.9086161879895561
30,0.3997574662746385,31.23584656382716,0.9203655352480418
31,0.39698222325465016,31.28546642037325,0.9216710182767625
32,0.39192920658997327,31.417647743225096,0.9151436031331592
33,0.3900468738273133,31.560861640752748,0.9190600522193212
34,0.37772387880398783,31.68972769005354,0.9268929503916449
35,0.37181275248700796,31.962879429307094,0.9255874673629243
36,0.3692129598367353,32.35211868286133,0.9255874673629243
37,0.3673690138168113,32.49345065715701,0.9281984334203656
38,0.36580046718550285,32.74218341472537,0.9164490861618799
39,0.3628984515750131,32.82895126786343,0.9268929503916449
40,0.3573974081856567,32.90408758562665,0.9295039164490861
41,0.3581032070049713,32.977652177145316,0.9268929503916449
42,0.3546984409263661,33.01814186628475,0.9281984334203656
43,0.3502951173328383,33.01696174089299,0.9321148825065274
44,0.3494325448693924,33.068152986570844,0.9308093994778068
45,0.3486768424164417,32.991733919188036,0.9321148825065274
46,0.34631980753741987,33.0663439684136,0.9308093994778068
47,0.345747116329365,33.12528585833172,0.933420365535248
48,0.34802451274076174,32.99005793194438,0.9255874673629243
49,0.3447449131933756,33.015940967825955,0.9399477806788512
